numero,aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,outcomedesc,minoritydesc,tooltp,buttonn
2715,0.73,0.66,0.81,<0.001,0,4,3,6,14,3,Other insurance,Hospice,Hispanic,"Hospice, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O3A3M4
3016,1.6,1.58,1.62,<0.001,0,0,1,0,2,4,2000-05,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3017,1.66,1.63,1.68,<0.001,0,1,1,0,2,4,2000-05,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3018,1.24,1.16,1.31,<0.001,0,2,1,0,2,4,2000-05,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3019,1.61,1.55,1.68,<0.001,0,3,1,0,2,4,2000-05,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3020,1.52,1.48,1.55,<0.001,0,4,1,0,2,4,2000-05,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3021,1.52,1.5,1.54,<0.001,0,0,2,0,2,4,2000-05,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3022,1.56,1.54,1.59,<0.001,0,1,2,0,2,4,2000-05,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3023,1.14,1.08,1.22,<0.001,0,2,2,0,2,4,2000-05,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3024,1.59,1.53,1.66,<0.001,0,3,2,0,2,4,2000-05,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3025,1.45,1.42,1.48,<0.001,0,4,2,0,2,4,2000-05,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3026,1.39,1.37,1.41,<0.001,0,0,3,0,2,4,2000-05,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3027,1.39,1.37,1.42,<0.001,0,1,3,0,2,4,2000-05,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3028,1.24,1.16,1.32,<0.001,0,2,3,0,2,4,2000-05,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3029,1.59,1.52,1.66,<0.001,0,3,3,0,2,4,2000-05,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3030,1.34,1.31,1.38,<0.001,0,4,3,0,2,4,2000-05,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3031,1.72,1.7,1.74,<0.001,0,0,1,1,2,4,2006-12,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3032,1.75,1.72,1.77,<0.001,0,1,1,1,2,4,2006-12,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3033,1.36,1.29,1.44,<0.001,0,2,1,1,2,4,2006-12,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3034,1.73,1.67,1.79,<0.001,0,3,1,1,2,4,2006-12,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3035,1.68,1.65,1.71,<0.001,0,4,1,1,2,4,2006-12,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3036,1.6,1.58,1.62,<0.001,0,0,2,1,2,4,2006-12,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3037,1.61,1.59,1.63,<0.001,0,1,2,1,2,4,2006-12,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3038,1.22,1.16,1.3,<0.001,0,2,2,1,2,4,2006-12,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3039,1.72,1.66,1.77,<0.001,0,3,2,1,2,4,2006-12,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3040,1.58,1.55,1.61,<0.001,0,4,2,1,2,4,2006-12,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3041,1.47,1.45,1.49,<0.001,0,0,3,1,2,4,2006-12,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3042,1.47,1.45,1.5,<0.001,0,1,3,1,2,4,2006-12,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3043,1.32,1.25,1.4,<0.001,0,2,3,1,2,4,2006-12,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3044,1.67,1.61,1.73,<0.001,0,3,3,1,2,4,2006-12,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3045,1.41,1.38,1.44,<0.001,0,4,3,1,2,4,2006-12,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3046,1.5,1.43,1.58,<0.001,0,0,1,0,3,4,Age 0-39,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3047,1.52,1.44,1.6,<0.001,0,1,1,0,3,4,Age 0-39,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3048,1.23,1,1.52,0.051,0.0512,2,1,0,3,4,Age 0-39,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value 0.051",O4A1M2
3049,1.64,1.37,1.98,<0.001,0,3,1,0,3,4,Age 0-39,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3050,1.46,1.35,1.59,<0.001,0,4,1,0,3,4,Age 0-39,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3051,1.49,1.41,1.57,<0.001,0,0,2,0,3,4,Age 0-39,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3052,1.5,1.42,1.59,<0.001,0,1,2,0,3,4,Age 0-39,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3053,1.22,0.99,1.5,0.066,0.0664,2,2,0,3,4,Age 0-39,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value 0.066",O4A2M2
3054,1.63,1.36,1.96,<0.001,0,3,2,0,3,4,Age 0-39,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3055,1.45,1.34,1.58,<0.001,0,4,2,0,3,4,Age 0-39,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3056,1.41,1.32,1.49,<0.001,0,0,3,0,3,4,Age 0-39,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3057,1.41,1.32,1.5,<0.001,0,1,3,0,3,4,Age 0-39,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3058,1.24,1,1.55,0.052,0.0524,2,3,0,3,4,Age 0-39,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value 0.052",O4A3M2
3059,1.59,1.3,1.95,<0.001,0,3,3,0,3,4,Age 0-39,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3060,1.4,1.27,1.54,<0.001,0,4,3,0,3,4,Age 0-39,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3061,1.5,1.48,1.53,<0.001,0,0,1,1,3,4,Age 40-64,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3062,1.52,1.5,1.55,<0.001,0,1,1,1,3,4,Age 40-64,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3063,1.15,1.08,1.23,<0.001,0,2,1,1,3,4,Age 40-64,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3064,1.56,1.49,1.64,<0.001,0,3,1,1,3,4,Age 40-64,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3065,1.48,1.44,1.51,<0.001,0,4,1,1,3,4,Age 40-64,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3066,1.49,1.47,1.52,<0.001,0,0,2,1,3,4,Age 40-64,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3067,1.51,1.49,1.54,<0.001,0,1,2,1,3,4,Age 40-64,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3068,1.14,1.07,1.21,<0.001,0,2,2,1,3,4,Age 40-64,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3069,1.56,1.48,1.64,<0.001,0,3,2,1,3,4,Age 40-64,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3070,1.48,1.44,1.51,<0.001,0,4,2,1,3,4,Age 40-64,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3071,1.38,1.35,1.4,<0.001,0,0,3,1,3,4,Age 40-64,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3072,1.38,1.35,1.4,<0.001,0,1,3,1,3,4,Age 40-64,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3073,1.19,1.11,1.27,<0.001,0,2,3,1,3,4,Age 40-64,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3074,1.55,1.47,1.63,<0.001,0,3,3,1,3,4,Age 40-64,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3075,1.38,1.34,1.41,<0.001,0,4,3,1,3,4,Age 40-64,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3076,1.56,1.54,1.58,<0.001,0,0,1,2,3,4,Age 65-79,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3077,1.6,1.57,1.62,<0.001,0,1,1,2,3,4,Age 65-79,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3078,1.19,1.12,1.27,<0.001,0,2,1,2,3,4,Age 65-79,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3079,1.63,1.57,1.69,<0.001,0,3,1,2,3,4,Age 65-79,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3080,1.48,1.45,1.52,<0.001,0,4,1,2,3,4,Age 65-79,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3081,1.55,1.53,1.57,<0.001,0,0,2,2,3,4,Age 65-79,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3082,1.59,1.56,1.61,<0.001,0,1,2,2,3,4,Age 65-79,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3083,1.18,1.11,1.26,<0.001,0,2,2,2,3,4,Age 65-79,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3084,1.62,1.56,1.69,<0.001,0,3,2,2,3,4,Age 65-79,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3085,1.48,1.45,1.51,<0.001,0,4,2,2,3,4,Age 65-79,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3086,1.42,1.4,1.44,<0.001,0,0,3,2,3,4,Age 65-79,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3087,1.44,1.41,1.46,<0.001,0,1,3,2,3,4,Age 65-79,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3088,1.31,1.22,1.4,<0.001,0,2,3,2,3,4,Age 65-79,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3089,1.6,1.54,1.67,<0.001,0,3,3,2,3,4,Age 65-79,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3090,1.35,1.31,1.38,<0.001,0,4,3,2,3,4,Age 65-79,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3091,1.68,1.65,1.71,<0.001,0,0,1,3,3,4,Age 80+,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3092,1.73,1.69,1.77,<0.001,0,1,1,3,3,4,Age 80+,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3093,1.3,1.14,1.49,<0.001,1.00E-04,2,1,3,3,4,Age 80+,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3094,1.73,1.64,1.81,<0.001,0,3,1,3,3,4,Age 80+,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3095,1.58,1.53,1.63,<0.001,0,4,1,3,3,4,Age 80+,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3096,1.69,1.65,1.72,<0.001,0,0,2,3,3,4,Age 80+,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3097,1.74,1.7,1.78,<0.001,0,1,2,3,3,4,Age 80+,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3098,1.31,1.15,1.5,<0.001,1.00E-04,2,2,3,3,4,Age 80+,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3099,1.73,1.65,1.82,<0.001,0,3,2,3,3,4,Age 80+,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3100,1.58,1.53,1.63,<0.001,0,4,2,3,3,4,Age 80+,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3101,1.55,1.51,1.58,<0.001,0,0,3,3,3,4,Age 80+,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3102,1.56,1.52,1.6,<0.001,0,1,3,3,3,4,Age 80+,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3103,1.46,1.27,1.68,<0.001,0,2,3,3,3,4,Age 80+,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3104,1.72,1.63,1.81,<0.001,0,3,3,3,3,4,Age 80+,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3105,1.44,1.39,1.5,<0.001,0,4,3,3,3,4,Age 80+,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3106,1.59,1.58,1.61,<0.001,0,0,1,0,4,4,Male,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3107,1.62,1.59,1.64,<0.001,0,1,1,0,4,4,Male,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3108,1.28,1.2,1.36,<0.001,0,2,1,0,4,4,Male,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3109,1.68,1.62,1.74,<0.001,0,3,1,0,4,4,Male,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3110,1.56,1.53,1.59,<0.001,0,4,1,0,4,4,Male,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3111,1.51,1.49,1.53,<0.001,0,0,2,0,4,4,Male,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3112,1.51,1.49,1.53,<0.001,0,1,2,0,4,4,Male,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3113,1.18,1.11,1.25,<0.001,0,2,2,0,4,4,Male,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3114,1.66,1.6,1.72,<0.001,0,3,2,0,4,4,Male,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3115,1.49,1.46,1.52,<0.001,0,4,2,0,4,4,Male,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3116,1.4,1.38,1.41,<0.001,0,0,3,0,4,4,Male,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3117,1.37,1.35,1.4,<0.001,0,1,3,0,4,4,Male,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3118,1.28,1.2,1.37,<0.001,0,2,3,0,4,4,Male,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3119,1.67,1.61,1.74,<0.001,0,3,3,0,4,4,Male,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3120,1.38,1.35,1.41,<0.001,0,4,3,0,4,4,Male,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3121,1.71,1.69,1.73,<0.001,0,0,1,1,4,4,Female,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3122,1.78,1.75,1.8,<0.001,0,1,1,1,4,4,Female,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3123,1.32,1.25,1.4,<0.001,0,2,1,1,4,4,Female,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value <0.001",O4A1M2
3124,1.61,1.55,1.67,<0.001,0,3,1,1,4,4,Female,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3125,1.61,1.57,1.64,<0.001,0,4,1,1,4,4,Female,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3126,1.61,1.59,1.63,<0.001,0,0,2,1,4,4,Female,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3127,1.67,1.64,1.69,<0.001,0,1,2,1,4,4,Female,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3128,1.2,1.13,1.27,<0.001,0,2,2,1,4,4,Female,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value <0.001",O4A2M2
3129,1.61,1.55,1.67,<0.001,0,3,2,1,4,4,Female,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3130,1.52,1.49,1.55,<0.001,0,4,2,1,4,4,Female,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3131,1.48,1.46,1.5,<0.001,0,0,3,1,4,4,Female,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
3132,1.51,1.48,1.53,<0.001,0,1,3,1,4,4,Female,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 3, African American or Black (Vs. White), P-Value <0.001",O4A3M1
3133,1.28,1.21,1.36,<0.001,0,2,3,1,4,4,Female,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 3, Native American (Vs. White), P-Value <0.001",O4A3M2
3134,1.6,1.53,1.66,<0.001,0,3,3,1,4,4,Female,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 3, Asian (Vs. White), P-Value <0.001",O4A3M3
3135,1.38,1.35,1.42,<0.001,0,4,3,1,4,4,Female,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 3, Hispanic (Vs. White), P-Value <0.001",O4A3M4
3136,1.69,1.65,1.73,<0.001,0,0,1,0,5,4,Northeast,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 1, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A1M0
3137,1.66,1.62,1.7,<0.001,0,1,1,0,5,4,Northeast,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 1, African American or Black (Vs. White), P-Value <0.001",O4A1M1
3138,1.22,0.99,1.51,0.058,0.0584,2,1,0,5,4,Northeast,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 1, Native American (Vs. White), P-Value 0.058",O4A1M2
3139,1.71,1.59,1.84,<0.001,0,3,1,0,5,4,Northeast,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 1, Asian (Vs. White), P-Value <0.001",O4A1M3
3140,1.82,1.75,1.9,<0.001,0,4,1,0,5,4,Northeast,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 1, Hispanic (Vs. White), P-Value <0.001",O4A1M4
3141,1.58,1.54,1.61,<0.001,0,0,2,0,5,4,Northeast,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 2, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A2M0
3142,1.54,1.5,1.58,<0.001,0,1,2,0,5,4,Northeast,Ex-Hospital Death,African American or Black,"Ex-Hospital Death, Adjustment Model 2, African American or Black (Vs. White), P-Value <0.001",O4A2M1
3143,1.13,0.92,1.39,0.242,0.2423,2,2,0,5,4,Northeast,Ex-Hospital Death,Native American,"Ex-Hospital Death, Adjustment Model 2, Native American (Vs. White), P-Value 0.242",O4A2M2
3144,1.67,1.55,1.8,<0.001,0,3,2,0,5,4,Northeast,Ex-Hospital Death,Asian,"Ex-Hospital Death, Adjustment Model 2, Asian (Vs. White), P-Value <0.001",O4A2M3
3145,1.7,1.63,1.77,<0.001,0,4,2,0,5,4,Northeast,Ex-Hospital Death,Hispanic,"Ex-Hospital Death, Adjustment Model 2, Hispanic (Vs. White), P-Value <0.001",O4A2M4
3146,1.35,1.32,1.39,<0.001,0,0,3,0,5,4,Northeast,Ex-Hospital Death,"All Minority Groups, Combined","Ex-Hospital Death, Adjustment Model 3, All Minority Groups, Combined (Vs. White), P-Value <0.001",O4A3M0
