lat,lon,perc,desc,race_ethn,race_ethn,r_e
-106.2,31.8,9.0,"El Paso County, TX, African American 9%",1,1,African American
-106.2,31.8,5.9,"El Paso County, TX, Asian 5.9%",3,3,Asian
-106.2,31.8,15.4,"El Paso County, TX, Hispanic 15.4%",4,4,Hispanic
-98.2,32.2,27.3,"Erath County, TX, White 27.3%",0,0,White
-96.9,31.3,15.8,"Falls County, TX, White 15.8%",0,0,White
-96.9,31.3,21.1,"Falls County, TX, African American 21.1%",1,1,African American
-96.9,31.3,20.0,"Falls County, TX, Hispanic 20%",4,4,Hispanic
-96.1,33.6,19.4,"Fannin County, TX, White 19.4%",0,0,White
-96.1,33.6,0.0,"Fannin County, TX, African American 0%",1,1,African American
-96.9,29.9,26.2,"Fayette County, TX, White 26.2%",0,0,White
-96.9,29.9,5.3,"Fayette County, TX, African American 5.3%",1,1,African American
-101.3,34.1,15.0,"Floyd County, TX, Hispanic 15%",4,4,Hispanic
-95.8,29.5,14.7,"Fort Bend County, TX, White 14.7%",0,0,White
-95.8,29.5,7.1,"Fort Bend County, TX, African American 7.1%",1,1,African American
-95.8,29.5,10.5,"Fort Bend County, TX, Asian 10.5%",3,3,Asian
-95.8,29.5,12.9,"Fort Bend County, TX, Hispanic 12.9%",4,4,Hispanic
-95.2,33.2,18.8,"Franklin County, TX, White 18.8%",0,0,White
-96.1,31.7,8.3,"Freestone County, TX, White 8.3%",0,0,White
-96.1,31.7,29.4,"Freestone County, TX, African American 29.4%",1,1,African American
-99.1,28.9,38.5,"Frio County, TX, White 38.5%",0,0,White
-99.1,28.9,14.1,"Frio County, TX, Hispanic 14.1%",4,4,Hispanic
-102.6,32.7,0.0,"Gaines County, TX, Hispanic 0%",4,4,Hispanic
-94.9,29.2,18.7,"Galveston County, TX, White 18.7%",0,0,White
-94.9,29.2,8.3,"Galveston County, TX, African American 8.3%",1,1,African American
-94.9,29.2,40.0,"Galveston County, TX, Asian 40%",3,3,Asian
-94.9,29.2,17.6,"Galveston County, TX, Hispanic 17.6%",4,4,Hispanic
-98.9,30.3,18.9,"Gillespie County, TX, White 18.9%",0,0,White
-98.9,30.3,27.8,"Gillespie County, TX, Hispanic 27.8%",4,4,Hispanic
-97.4,28.7,23.1,"Goliad County, TX, White 23.1%",0,0,White
-97.4,28.7,14.3,"Goliad County, TX, Hispanic 14.3%",4,4,Hispanic
-97.5,29.5,11.1,"Gonzales County, TX, White 11.1%",0,0,White
-97.5,29.5,7.1,"Gonzales County, TX, African American 7.1%",1,1,African American
-97.5,29.5,10.3,"Gonzales County, TX, Hispanic 10.3%",4,4,Hispanic
-100.8,35.4,40.4,"Gray County, TX, White 40.4%",0,0,White
-96.7,33.6,18.8,"Grayson County, TX, White 18.8%",0,0,White
-96.7,33.6,10.6,"Grayson County, TX, African American 10.6%",1,1,African American
-96.7,33.6,12.5,"Grayson County, TX, Hispanic 12.5%",4,4,Hispanic
-94.8,32.5,22.8,"Gregg County, TX, White 22.8%",0,0,White
-94.8,32.5,17.5,"Gregg County, TX, African American 17.5%",1,1,African American
-94.8,32.5,18.2,"Gregg County, TX, Hispanic 18.2%",4,4,Hispanic
-96.0,30.5,15.6,"Grimes County, TX, White 15.6%",0,0,White
-96.0,30.5,11.1,"Grimes County, TX, African American 11.1%",1,1,African American
-96.0,30.5,0.0,"Grimes County, TX, Hispanic 0%",4,4,Hispanic
-97.9,29.6,28.5,"Guadalupe County, TX, White 28.5%",0,0,White
-97.9,29.6,30.6,"Guadalupe County, TX, African American 30.6%",1,1,African American
-97.9,29.6,23.7,"Guadalupe County, TX, Hispanic 23.7%",4,4,Hispanic
-101.8,34.1,24.4,"Hale County, TX, White 24.4%",0,0,White
-101.8,34.1,0.0,"Hale County, TX, African American 0%",1,1,African American
-101.8,34.1,20.3,"Hale County, TX, Hispanic 20.3%",4,4,Hispanic
-98.1,31.7,7.7,"Hamilton County, TX, White 7.7%",0,0,White
-99.7,34.3,50.0,"Hardeman County, TX, White 50%",0,0,White
-94.4,30.3,12.8,"Hardin County, TX, White 12.8%",0,0,White
-94.4,30.3,0.0,"Hardin County, TX, African American 0%",1,1,African American
-95.4,29.9,17.4,"Harris County, TX, White 17.4%",0,0,White
-95.4,29.9,7.3,"Harris County, TX, African American 7.3%",1,1,African American
-95.4,29.9,0.0,"Harris County, TX, Native American 0%",2,2,Native American
-95.4,29.9,9.4,"Harris County, TX, Asian 9.4%",3,3,Asian
-95.4,29.9,11.1,"Harris County, TX, Hispanic 11.1%",4,4,Hispanic
-94.4,32.5,25.6,"Harrison County, TX, White 25.6%",0,0,White
-94.4,32.5,13.2,"Harrison County, TX, African American 13.2%",1,1,African American
-99.7,33.2,16.7,"Haskell County, TX, White 16.7%",0,0,White
-99.7,33.2,30.0,"Haskell County, TX, Hispanic 30%",4,4,Hispanic
-98.0,30.1,31.3,"Hays County, TX, White 31.3%",0,0,White
-98.0,30.1,26.3,"Hays County, TX, African American 26.3%",1,1,African American
-98.0,30.1,21.9,"Hays County, TX, Hispanic 21.9%",4,4,Hispanic
-95.9,32.2,30.8,"Henderson County, TX, White 30.8%",0,0,White
-95.9,32.2,14.9,"Henderson County, TX, African American 14.9%",1,1,African American
-98.2,26.4,16.1,"Hidalgo County, TX, White 16.1%",0,0,White
-98.2,26.4,7.5,"Hidalgo County, TX, Hispanic 7.5%",4,4,Hispanic
-97.1,32.0,22.2,"Hill County, TX, White 22.2%",0,0,White
-97.1,32.0,22.7,"Hill County, TX, African American 22.7%",1,1,African American
-97.1,32.0,16.7,"Hill County, TX, Hispanic 16.7%",4,4,Hispanic
-102.3,33.6,24.3,"Hockley County, TX, White 24.3%",0,0,White
-102.3,33.6,17.4,"Hockley County, TX, Hispanic 17.4%",4,4,Hispanic
-97.8,32.4,25.5,"Hood County, TX, White 25.5%",0,0,White
-95.6,33.1,29.8,"Hopkins County, TX, White 29.8%",0,0,White
-95.6,33.1,16.7,"Hopkins County, TX, African American 16.7%",1,1,African American
-95.4,31.3,21.8,"Houston County, TX, White 21.8%",0,0,White
-95.4,31.3,18.9,"Houston County, TX, African American 18.9%",1,1,African American
-101.4,32.3,16.7,"Howard County, TX, White 16.7%",0,0,White
-101.4,32.3,10.7,"Howard County, TX, Hispanic 10.7%",4,4,Hispanic
-105.4,31.5,10.0,"Hudspeth County, TX, Hispanic 10%",4,4,Hispanic
-96.1,33.1,20.8,"Hunt County, TX, White 20.8%",0,0,White
-96.1,33.1,17.0,"Hunt County, TX, African American 17%",1,1,African American
-96.1,33.1,8.7,"Hunt County, TX, Hispanic 8.7%",4,4,Hispanic
-101.4,35.8,44.7,"Hutchinson County, TX, White 44.7%",0,0,White
-101.4,35.8,27.3,"Hutchinson County, TX, Hispanic 27.3%",4,4,Hispanic
-98.2,33.2,21.4,"Jack County, TX, White 21.4%",0,0,White
-96.6,29.0,16.7,"Jackson County, TX, White 16.7%",0,0,White
-96.6,29.0,16.7,"Jackson County, TX, Hispanic 16.7%",4,4,Hispanic
-94.0,30.8,25.3,"Jasper County, TX, White 25.3%",0,0,White
-94.0,30.8,13.8,"Jasper County, TX, African American 13.8%",1,1,African American
-94.1,29.9,17.6,"Jefferson County, TX, White 17.6%",0,0,White
-94.1,29.9,10.4,"Jefferson County, TX, African American 10.4%",1,1,African American
-94.1,29.9,0.0,"Jefferson County, TX, Asian 0%",3,3,Asian
-94.1,29.9,14.3,"Jefferson County, TX, Hispanic 14.3%",4,4,Hispanic
-98.7,27.0,0.0,"Jim Hogg County, TX, Hispanic 0%",4,4,Hispanic
-98.1,27.7,17.1,"Jim Wells County, TX, White 17.1%",0,0,White
-98.1,27.7,13.2,"Jim Wells County, TX, Hispanic 13.2%",4,4,Hispanic
-97.4,32.4,29.8,"Johnson County, TX, White 29.8%",0,0,White
-97.4,32.4,0.0,"Johnson County, TX, African American 0%",1,1,African American
-97.4,32.4,28.9,"Johnson County, TX, Hispanic 28.9%",4,4,Hispanic
-99.9,32.7,31.8,"Jones County, TX, White 31.8%",0,0,White
-99.9,32.7,11.8,"Jones County, TX, Hispanic 11.8%",4,4,Hispanic
-97.9,28.9,16.7,"Karnes County, TX, White 16.7%",0,0,White
-97.9,28.9,12.2,"Karnes County, TX, Hispanic 12.2%",4,4,Hispanic
-96.3,32.6,24.3,"Kaufman County, TX, White 24.3%",0,0,White
-96.3,32.6,9.1,"Kaufman County, TX, African American 9.1%",1,1,African American
-96.3,32.6,33.3,"Kaufman County, TX, Hispanic 33.3%",4,4,Hispanic
-98.7,29.9,32.3,"Kendall County, TX, White 32.3%",0,0,White
-98.7,29.9,35.7,"Kendall County, TX, Hispanic 35.7%",4,4,Hispanic
-99.4,30.1,26.7,"Kerr County, TX, White 26.7%",0,0,White
-99.4,30.1,25.6,"Kerr County, TX, Hispanic 25.6%",4,4,Hispanic
-99.7,30.5,15.4,"Kimble County, TX, White 15.4%",0,0,White
-100.4,29.3,23.1,"Kinney County, TX, Hispanic 23.1%",4,4,Hispanic
-97.7,27.4,8.7,"Kleberg County, TX, White 8.7%",0,0,White
-97.7,27.4,20.9,"Kleberg County, TX, Hispanic 20.9%",4,4,Hispanic
-95.6,33.7,13.2,"Lamar County, TX, White 13.2%",0,0,White
-95.6,33.7,8.2,"Lamar County, TX, African American 8.2%",1,1,African American
-95.6,33.7,10.0,"Lamar County, TX, Hispanic 10%",4,4,Hispanic
-102.3,34.1,4.5,"Lamb County, TX, White 4.5%",0,0,White
-102.3,34.1,10.0,"Lamb County, TX, African American 10%",1,1,African American
-102.3,34.1,26.3,"Lamb County, TX, Hispanic 26.3%",4,4,Hispanic
-98.2,31.2,13.3,"Lampasas County, TX, White 13.3%",0,0,White
-98.2,31.2,13.3,"Lampasas County, TX, Hispanic 13.3%",4,4,Hispanic
-99.1,28.4,4.5,"La Salle County, TX, Hispanic 4.5%",4,4,Hispanic
-96.9,29.4,22.0,"Lavaca County, TX, White 22%",0,0,White
-96.9,29.4,12.5,"Lavaca County, TX, African American 12.5%",1,1,African American
-96.9,29.4,7.1,"Lavaca County, TX, Hispanic 7.1%",4,4,Hispanic
-97.0,30.3,21.7,"Lee County, TX, White 21.7%",0,0,White
-97.0,30.3,11.8,"Lee County, TX, African American 11.8%",1,1,African American
-96.0,31.3,9.1,"Leon County, TX, White 9.1%",0,0,White
-96.0,31.3,0.0,"Leon County, TX, African American 0%",1,1,African American
-94.8,30.2,19.6,"Liberty County, TX, White 19.6%",0,0,White
-94.8,30.2,16.1,"Liberty County, TX, African American 16.1%",1,1,African American
-94.8,30.2,16.7,"Liberty County, TX, Hispanic 16.7%",4,4,Hispanic
-96.6,31.5,4.8,"Limestone County, TX, White 4.8%",0,0,White
-96.6,31.5,0.0,"Limestone County, TX, African American 0%",1,1,African American
-100.3,36.3,30.0,"Lipscomb County, TX, White 30%",0,0,White
-98.1,28.4,12.5,"Live Oak County, TX, White 12.5%",0,0,White
-98.1,28.4,14.3,"Live Oak County, TX, Hispanic 14.3%",4,4,Hispanic
-98.7,30.7,24.6,"Llano County, TX, White 24.6%",0,0,White
-101.8,33.6,20.6,"Lubbock County, TX, White 20.6%",0,0,White
-101.8,33.6,9.2,"Lubbock County, TX, African American 9.2%",1,1,African American
-101.8,33.6,17.2,"Lubbock County, TX, Hispanic 17.2%",4,4,Hispanic
-101.8,33.2,12.5,"Lynn County, TX, Hispanic 12.5%",4,4,Hispanic
-99.4,31.2,35.7,"McCulloch County, TX, Hispanic 35.7%",4,4,Hispanic
-97.2,31.5,25.9,"McLennan County, TX, White 25.9%",0,0,White
-97.2,31.5,16.8,"McLennan County, TX, African American 16.8%",1,1,African American
-97.2,31.5,26.9,"McLennan County, TX, Hispanic 26.9%",4,4,Hispanic
-95.9,31.0,13.3,"Madison County, TX, White 13.3%",0,0,White
-95.9,31.0,9.1,"Madison County, TX, African American 9.1%",1,1,African American
-94.4,32.8,25.0,"Marion County, TX, White 25%",0,0,White
-94.4,32.8,18.8,"Marion County, TX, African American 18.8%",1,1,African American
-102.0,32.3,9.1,"Martin County, TX, Hispanic 9.1%",4,4,Hispanic
-99.2,30.7,15.4,"Mason County, TX, White 15.4%",0,0,White
-96.0,28.8,23.0,"Matagorda County, TX, White 23%",0,0,White
-96.0,28.8,13.2,"Matagorda County, TX, African American 13.2%",1,1,African American
-96.0,28.8,12.0,"Matagorda County, TX, Hispanic 12%",4,4,Hispanic
-100.3,28.7,15.0,"Maverick County, TX, Hispanic 15%",4,4,Hispanic
-99.1,29.4,25.0,"Medina County, TX, White 25%",0,0,White
-99.1,29.4,16.4,"Medina County, TX, Hispanic 16.4%",4,4,Hispanic
-102.0,31.9,33.0,"Midland County, TX, White 33%",0,0,White
-102.0,31.9,17.2,"Midland County, TX, African American 17.2%",1,1,African American
-102.0,31.9,15.8,"Midland County, TX, Hispanic 15.8%",4,4,Hispanic
-97.0,30.8,23.9,"Milam County, TX, White 23.9%",0,0,White
-97.0,30.8,16.7,"Milam County, TX, African American 16.7%",1,1,African American
-97.0,30.8,13.3,"Milam County, TX, Hispanic 13.3%",4,4,Hispanic
-100.9,32.3,8.3,"Mitchell County, TX, White 8.3%",0,0,White
-100.9,32.3,12.5,"Mitchell County, TX, Hispanic 12.5%",4,4,Hispanic
-97.7,33.7,37.1,"Montague County, TX, White 37.1%",0,0,White
-95.5,30.3,24.2,"Montgomery County, TX, White 24.2%",0,0,White
-95.5,30.3,15.5,"Montgomery County, TX, African American 15.5%",1,1,African American
-95.5,30.3,21.1,"Montgomery County, TX, Hispanic 21.1%",4,4,Hispanic
-101.9,35.8,34.8,"Moore County, TX, White 34.8%",0,0,White
-101.9,35.8,26.1,"Moore County, TX, Hispanic 26.1%",4,4,Hispanic
-94.7,33.1,12.1,"Morris County, TX, White 12.1%",0,0,White
-94.7,33.1,17.9,"Morris County, TX, African American 17.9%",1,1,African American
-94.6,31.6,26.5,"Nacogdoches County, TX, White 26.5%",0,0,White
-94.6,31.6,13.7,"Nacogdoches County, TX, African American 13.7%",1,1,African American
-94.6,31.6,0.0,"Nacogdoches County, TX, Hispanic 0%",4,4,Hispanic
-96.5,32.0,31.9,"Navarro County, TX, White 31.9%",0,0,White
-96.5,32.0,11.3,"Navarro County, TX, African American 11.3%",1,1,African American
-96.5,32.0,12.5,"Navarro County, TX, Hispanic 12.5%",4,4,Hispanic
-93.7,30.8,14.7,"Newton County, TX, White 14.7%",0,0,White
-93.7,30.8,8.6,"Newton County, TX, African American 8.6%",1,1,African American
-100.4,32.3,36.7,"Nolan County, TX, White 36.7%",0,0,White
-100.4,32.3,30.8,"Nolan County, TX, Hispanic 30.8%",4,4,Hispanic
-97.5,27.7,21.6,"Nueces County, TX, White 21.6%",0,0,White
-97.5,27.7,11.6,"Nueces County, TX, African American 11.6%",1,1,African American
-97.5,27.7,0.0,"Nueces County, TX, Asian 0%",3,3,Asian
-97.5,27.7,15.5,"Nueces County, TX, Hispanic 15.5%",4,4,Hispanic
-93.9,30.1,20.3,"Orange County, TX, White 20.3%",0,0,White
-93.9,30.1,10.9,"Orange County, TX, African American 10.9%",1,1,African American
-93.9,30.1,54.5,"Orange County, TX, Hispanic 54.5%",4,4,Hispanic
-98.3,32.8,16.9,"Palo Pinto County, TX, White 16.9%",0,0,White
-94.3,32.2,12.1,"Panola County, TX, White 12.1%",0,0,White
-94.3,32.2,14.3,"Panola County, TX, African American 14.3%",1,1,African American
-97.8,32.8,20.2,"Parker County, TX, White 20.2%",0,0,White
-97.8,32.8,22.2,"Parker County, TX, Hispanic 22.2%",4,4,Hispanic
-102.8,34.5,21.1,"Parmer County, TX, White 21.1%",0,0,White
-102.8,34.5,35.3,"Parmer County, TX, Hispanic 35.3%",4,4,Hispanic
-102.7,30.8,13.6,"Pecos County, TX, Hispanic 13.6%",4,4,Hispanic
-94.8,30.8,19.0,"Polk County, TX, White 19%",0,0,White
-94.8,30.8,10.5,"Polk County, TX, African American 10.5%",1,1,African American
-94.8,30.8,4.2,"Polk County, TX, Native American 4.2%",2,2,Native American
-101.9,35.4,40.0,"Potter County, TX, White 40%",0,0,White
-101.9,35.4,34.7,"Potter County, TX, African American 34.7%",1,1,African American
-101.9,35.4,27.3,"Potter County, TX, Asian 27.3%",3,3,Asian
-101.9,35.4,38.7,"Potter County, TX, Hispanic 38.7%",4,4,Hispanic
-104.3,30.0,18.2,"Presidio County, TX, Hispanic 18.2%",4,4,Hispanic
-95.8,32.9,26.7,"Rains County, TX, White 26.7%",0,0,White
-101.9,35.0,35.3,"Randall County, TX, White 35.3%",0,0,White
-101.9,35.0,23.5,"Randall County, TX, Hispanic 23.5%",4,4,Hispanic
-99.8,29.8,10.0,"Real County, TX, White 10%",0,0,White
-95.0,33.6,9.8,"Red River County, TX, White 9.8%",0,0,White
-95.0,33.6,10.0,"Red River County, TX, African American 10%",1,1,African American
-103.7,31.3,11.1,"Reeves County, TX, Hispanic 11.1%",4,4,Hispanic
-97.2,28.3,8.3,"Refugio County, TX, White 8.3%",0,0,White
-97.2,28.3,9.4,"Refugio County, TX, Hispanic 9.4%",4,4,Hispanic
-96.5,31.0,18.8,"Robertson County, TX, White 18.8%",0,0,White
-96.5,31.0,0.0,"Robertson County, TX, African American 0%",1,1,African American
-96.4,32.9,9.5,"Rockwall County, TX, White 9.5%",0,0,White
-96.4,32.9,16.7,"Rockwall County, TX, Hispanic 16.7%",4,4,Hispanic
-100.0,31.8,21.4,"Runnels County, TX, White 21.4%",0,0,White
-100.0,31.8,16.7,"Runnels County, TX, Hispanic 16.7%",4,4,Hispanic
-94.8,32.1,23.2,"Rusk County, TX, White 23.2%",0,0,White
-94.8,32.1,13.8,"Rusk County, TX, African American 13.8%",1,1,African American
-93.9,31.3,13.3,"Sabine County, TX, White 13.3%",0,0,White
-94.2,31.4,16.0,"San Augustine County, TX, White 16%",0,0,White
-94.2,31.4,18.8,"San Augustine County, TX, African American 18.8%",1,1,African American
-95.2,30.6,16.2,"San Jacinto County, TX, White 16.2%",0,0,White
-95.2,30.6,3.6,"San Jacinto County, TX, African American 3.6%",1,1,African American
-97.5,28.0,26.3,"San Patricio County, TX, White 26.3%",0,0,White
-97.5,28.0,0.0,"San Patricio County, TX, African American 0%",1,1,African American
-97.5,28.0,22.9,"San Patricio County, TX, Hispanic 22.9%",4,4,Hispanic
-100.9,32.7,29.4,"Scurry County, TX, White 29.4%",0,0,White
-100.9,32.7,14.3,"Scurry County, TX, Hispanic 14.3%",4,4,Hispanic
-94.1,31.8,25.0,"Shelby County, TX, White 25%",0,0,White
-94.1,31.8,12.0,"Shelby County, TX, African American 12%",1,1,African American
-95.3,32.4,34.4,"Smith County, TX, White 34.4%",0,0,White
-95.3,32.4,17.7,"Smith County, TX, African American 17.7%",1,1,African American
-95.3,32.4,24.4,"Smith County, TX, Hispanic 24.4%",4,4,Hispanic
-97.8,32.2,36.4,"Somervell County, TX, White 36.4%",0,0,White
-98.7,26.5,6.4,"Starr County, TX, Hispanic 6.4%",4,4,Hispanic
-98.8,32.7,33.3,"Stephens County, TX, White 33.3%",0,0,White
-101.7,34.5,16.7,"Swisher County, TX, Hispanic 16.7%",4,4,Hispanic
-97.3,32.8,22.8,"Tarrant County, TX, White 22.8%",0,0,White
-97.3,32.8,11.4,"Tarrant County, TX, African American 11.4%",1,1,African American
-97.3,32.8,18.3,"Tarrant County, TX, Asian 18.3%",3,3,Asian
-97.3,32.8,16.7,"Tarrant County, TX, Hispanic 16.7%",4,4,Hispanic
-99.9,32.3,30.4,"Taylor County, TX, White 30.4%",0,0,White
-99.9,32.3,20.0,"Taylor County, TX, African American 20%",1,1,African American
-99.9,32.3,30.1,"Taylor County, TX, Hispanic 30.1%",4,4,Hispanic
-102.3,33.2,16.7,"Terry County, TX, White 16.7%",0,0,White
-102.3,33.2,7.7,"Terry County, TX, Hispanic 7.7%",4,4,Hispanic
-95.0,33.2,25.5,"Titus County, TX, White 25.5%",0,0,White
-95.0,33.2,16.1,"Titus County, TX, African American 16.1%",1,1,African American
-95.0,33.2,25.0,"Titus County, TX, Hispanic 25%",4,4,Hispanic
-100.5,31.4,37.5,"Tom Green County, TX, White 37.5%",0,0,White
-100.5,31.4,12.9,"Tom Green County, TX, African American 12.9%",1,1,African American
-100.5,31.4,32.1,"Tom Green County, TX, Hispanic 32.1%",4,4,Hispanic
-97.7,30.2,24.7,"Travis County, TX, White 24.7%",0,0,White
-97.7,30.2,16.2,"Travis County, TX, African American 16.2%",1,1,African American
-97.7,30.2,10.0,"Travis County, TX, Asian 10%",3,3,Asian
-97.7,30.2,20.8,"Travis County, TX, Hispanic 20.8%",4,4,Hispanic
-95.2,31.1,31.3,"Trinity County, TX, White 31.3%",0,0,White
-95.2,31.1,21.1,"Trinity County, TX, African American 21.1%",1,1,African American
-94.4,30.8,20.4,"Tyler County, TX, White 20.4%",0,0,White
-94.4,30.8,0.0,"Tyler County, TX, African American 0%",1,1,African American
-94.9,32.7,27.9,"Upshur County, TX, White 27.9%",0,0,White
-94.9,32.7,5.6,"Upshur County, TX, African American 5.6%",1,1,African American
-99.8,29.4,41.4,"Uvalde County, TX, White 41.4%",0,0,White
-99.8,29.4,18.9,"Uvalde County, TX, Hispanic 18.9%",4,4,Hispanic
-101.1,29.9,25.0,"Val Verde County, TX, White 25%",0,0,White
-101.1,29.9,23.5,"Val Verde County, TX, Hispanic 23.5%",4,4,Hispanic
-95.8,32.6,24.2,"Van Zandt County, TX, White 24.2%",0,0,White
-95.8,32.6,16.7,"Van Zandt County, TX, African American 16.7%",1,1,African American
-97.0,28.8,13.7,"Victoria County, TX, White 13.7%",0,0,White
-97.0,28.8,6.8,"Victoria County, TX, African American 6.8%",1,1,African American
-97.0,28.8,11.5,"Victoria County, TX, Hispanic 11.5%",4,4,Hispanic
-95.6,30.7,19.7,"Walker County, TX, White 19.7%",0,0,White
-95.6,30.7,14.1,"Walker County, TX, African American 14.1%",1,1,African American
-95.6,30.7,9.1,"Walker County, TX, Hispanic 9.1%",4,4,Hispanic
-96.0,30.0,20.5,"Waller County, TX, White 20.5%",0,0,White
-96.0,30.0,10.5,"Waller County, TX, African American 10.5%",1,1,African American
-96.0,30.0,11.1,"Waller County, TX, Hispanic 11.1%",4,4,Hispanic
-103.1,31.5,0.0,"Ward County, TX, White 0%",0,0,White
-103.1,31.5,16.0,"Ward County, TX, Hispanic 16%",4,4,Hispanic
-96.4,30.2,27.9,"Washington County, TX, White 27.9%",0,0,White
-96.4,30.2,15.4,"Washington County, TX, African American 15.4%",1,1,African American
-99.3,27.8,8.0,"Webb County, TX, White 8%",0,0,White
-99.3,27.8,6.6,"Webb County, TX, Hispanic 6.6%",4,4,Hispanic
-96.2,29.3,20.9,"Wharton County, TX, White 20.9%",0,0,White
-96.2,29.3,9.5,"Wharton County, TX, African American 9.5%",1,1,African American
-96.2,29.3,13.4,"Wharton County, TX, Hispanic 13.4%",4,4,Hispanic
-100.3,35.4,50.0,"Wheeler County, TX, White 50%",0,0,White
-98.7,34.0,35.2,"Wichita County, TX, White 35.2%",0,0,White
-98.7,34.0,24.4,"Wichita County, TX, African American 24.4%",1,1,African American
-98.7,34.0,25.0,"Wichita County, TX, Hispanic 25%",4,4,Hispanic
-99.2,34.1,16.7,"Wilbarger County, TX, White 16.7%",0,0,White
-97.6,26.5,19.4,"Willacy County, TX, Hispanic 19.4%",4,4,Hispanic
-97.6,30.6,28.7,"Williamson County, TX, White 28.7%",0,0,White
-97.6,30.6,10.7,"Williamson County, TX, African American 10.7%",1,1,African American
-97.6,30.6,30.8,"Williamson County, TX, Asian 30.8%",3,3,Asian
-97.6,30.6,19.7,"Williamson County, TX, Hispanic 19.7%",4,4,Hispanic
-98.1,29.2,25.6,"Wilson County, TX, White 25.6%",0,0,White
-98.1,29.2,20.0,"Wilson County, TX, Hispanic 20%",4,4,Hispanic
-97.7,33.2,36.0,"Wise County, TX, White 36%",0,0,White
-97.7,33.2,33.3,"Wise County, TX, Hispanic 33.3%",4,4,Hispanic
-95.4,32.8,20.7,"Wood County, TX, White 20.7%",0,0,White
-95.4,32.8,6.3,"Wood County, TX, African American 6.3%",1,1,African American
-102.8,33.2,25.0,"Yoakum County, TX, White 25%",0,0,White
-102.8,33.2,9.1,"Yoakum County, TX, Hispanic 9.1%",4,4,Hispanic
-98.7,33.2,27.6,"Young County, TX, White 27.6%",0,0,White
-98.7,33.2,20.0,"Young County, TX, Hispanic 20%",4,4,Hispanic
-99.2,27.0,7.5,"Zapata County, TX, Hispanic 7.5%",4,4,Hispanic
-99.8,28.9,15.5,"Zavala County, TX, Hispanic 15.5%",4,4,Hispanic
-113.1,41.5,24.4,"Box Elder County, UT, White 24.4%",0,0,White
-111.7,41.7,37.7,"Cache County, UT, White 37.7%",0,0,White
-110.6,39.7,31.0,"Carbon County, UT, White 31%",0,0,White
-112.2,41.0,27.5,"Davis County, UT, White 27.5%",0,0,White
-112.2,41.0,14.3,"Davis County, UT, Hispanic 14.3%",4,4,Hispanic
-110.4,40.3,30.8,"Duchesne County, UT, White 30.8%",0,0,White
-110.4,40.3,9.1,"Duchesne County, UT, Native American 9.1%",2,2,Native American
-110.7,39.0,36.4,"Emery County, UT, White 36.4%",0,0,White
-109.6,39.0,10.0,"Grand County, UT, White 10%",0,0,White
-113.3,37.9,42.9,"Iron County, UT, White 42.9%",0,0,White
-112.8,39.7,36.4,"Juab County, UT, White 36.4%",0,0,White
-111.9,40.7,31.6,"Salt Lake County, UT, White 31.6%",0,0,White
-111.9,40.7,27.0,"Salt Lake County, UT, African American 27%",1,1,African American
-111.9,40.7,26.7,"Salt Lake County, UT, Native American 26.7%",2,2,Native American
-111.9,40.7,18.4,"Salt Lake County, UT, Asian 18.4%",3,3,Asian
-111.9,40.7,27.5,"Salt Lake County, UT, Hispanic 27.5%",4,4,Hispanic
-109.8,37.6,18.2,"San Juan County, UT, Native American 18.2%",2,2,Native American
-111.6,39.4,45.8,"Sanpete County, UT, White 45.8%",0,0,White
-111.8,38.7,43.3,"Sevier County, UT, White 43.3%",0,0,White
-111.0,40.9,57.1,"Summit County, UT, White 57.1%",0,0,White
-113.1,40.5,27.3,"Tooele County, UT, White 27.3%",0,0,White
-109.5,40.1,26.7,"Uintah County, UT, White 26.7%",0,0,White
-109.5,40.1,12.2,"Uintah County, UT, Native American 12.2%",2,2,Native American
-111.7,40.1,43.3,"Utah County, UT, White 43.3%",0,0,White
-111.7,40.1,15.8,"Utah County, UT, Hispanic 15.8%",4,4,Hispanic
-111.2,40.3,20.0,"Wasatch County, UT, White 20%",0,0,White
-113.5,37.3,46.5,"Washington County, UT, White 46.5%",0,0,White
-113.5,37.3,36.4,"Washington County, UT, Native American 36.4%",2,2,Native American
-111.9,41.3,24.8,"Weber County, UT, White 24.8%",0,0,White
-111.9,41.3,8.3,"Weber County, UT, African American 8.3%",1,1,African American
-111.9,41.3,18.2,"Weber County, UT, Asian 18.2%",3,3,Asian
-111.9,41.3,15.2,"Weber County, UT, Hispanic 15.2%",4,4,Hispanic
-73.1,44.0,31.7,"Addison County, VT, White 31.7%",0,0,White
-73.1,43.0,18.5,"Bennington County, VT, White 18.5%",0,0,White
-72.1,44.5,23.8,"Caledonia County, VT, White 23.8%",0,0,White
-73.1,44.5,28.6,"Chittenden County, VT, White 28.6%",0,0,White
-71.7,44.7,41.7,"Essex County, VT, White 41.7%",0,0,White
-72.9,44.9,34.0,"Franklin County, VT, White 34%",0,0,White
-73.3,44.8,54.5,"Grand Isle County, VT, White 54.5%",0,0,White
-72.6,44.6,32.5,"Lamoille County, VT, White 32.5%",0,0,White
-72.4,44.0,28.1,"Orange County, VT, White 28.1%",0,0,White
-72.3,44.8,28.3,"Orleans County, VT, White 28.3%",0,0,White
-73.0,43.6,27.8,"Rutland County, VT, White 27.8%",0,0,White
