aor,low,hi,pChar,pNum,minority,adj,lev,var,outcome,desc,oam
0.82,0.78,0.87,<0.001,0,4,2,3,6,2,Non-metro,O2A2M4
0.6,0.59,0.62,<0.001,0,0,3,3,6,2,Non-metro,O2A3M0
0.53,0.51,0.55,<0.001,0,1,3,3,6,2,Non-metro,O2A3M1
0.65,0.61,0.7,<0.001,0,2,3,3,6,2,Non-metro,O2A3M2
0.57,0.5,0.66,<0.001,0,3,3,3,6,2,Non-metro,O2A3M3
0.88,0.83,0.93,<0.001,0,4,3,3,6,2,Non-metro,O2A3M4
0.5,0.49,0.51,<0.001,0,0,1,0,7,2,Gini < 0.429,O2A1M0
0.41,0.4,0.43,<0.001,0,1,1,0,7,2,Gini < 0.429,O2A1M1
0.64,0.59,0.7,<0.001,0,2,1,0,7,2,Gini < 0.429,O2A1M2
0.64,0.6,0.68,<0.001,0,3,1,0,7,2,Gini < 0.429,O2A1M3
0.67,0.64,0.7,<0.001,0,4,1,0,7,2,Gini < 0.429,O2A1M4
0.55,0.54,0.56,<0.001,0,0,2,0,7,2,Gini < 0.429,O2A2M0
0.46,0.45,0.48,<0.001,0,1,2,0,7,2,Gini < 0.429,O2A2M1
0.76,0.69,0.83,<0.001,0,2,2,0,7,2,Gini < 0.429,O2A2M2
0.65,0.61,0.68,<0.001,0,3,2,0,7,2,Gini < 0.429,O2A2M3
0.74,0.71,0.78,<0.001,0,4,2,0,7,2,Gini < 0.429,O2A2M4
0.59,0.57,0.6,<0.001,0,0,3,0,7,2,Gini < 0.429,O2A3M0
0.52,0.5,0.54,<0.001,0,1,3,0,7,2,Gini < 0.429,O2A3M1
0.7,0.64,0.76,<0.001,0,2,3,0,7,2,Gini < 0.429,O2A3M2
0.6,0.56,0.63,<0.001,0,3,3,0,7,2,Gini < 0.429,O2A3M3
0.75,0.72,0.79,<0.001,0,4,3,0,7,2,Gini < 0.429,O2A3M4
0.52,0.51,0.54,<0.001,0,0,1,1,7,2,Gini 0.430-0.452,O2A1M0
0.46,0.45,0.47,<0.001,0,1,1,1,7,2,Gini 0.430-0.452,O2A1M1
0.69,0.64,0.74,<0.001,0,2,1,1,7,2,Gini 0.430-0.452,O2A1M2
0.51,0.47,0.54,<0.001,0,3,1,1,7,2,Gini 0.430-0.452,O2A1M3
0.66,0.64,0.69,<0.001,0,4,1,1,7,2,Gini 0.430-0.452,O2A1M4
0.58,0.56,0.59,<0.001,0,0,2,1,7,2,Gini 0.430-0.452,O2A2M0
0.51,0.5,0.53,<0.001,0,1,2,1,7,2,Gini 0.430-0.452,O2A2M1
0.81,0.75,0.88,<0.001,0,2,2,1,7,2,Gini 0.430-0.452,O2A2M2
0.5,0.47,0.53,<0.001,0,3,2,1,7,2,Gini 0.430-0.452,O2A2M3
0.73,0.7,0.76,<0.001,0,4,2,1,7,2,Gini 0.430-0.452,O2A2M4
0.59,0.58,0.61,<0.001,0,0,3,1,7,2,Gini 0.430-0.452,O2A3M0
0.54,0.52,0.55,<0.001,0,1,3,1,7,2,Gini 0.430-0.452,O2A3M1
0.77,0.71,0.83,<0.001,0,2,3,1,7,2,Gini 0.430-0.452,O2A3M2
0.53,0.49,0.56,<0.001,0,3,3,1,7,2,Gini 0.430-0.452,O2A3M3
0.74,0.71,0.77,<0.001,0,4,3,1,7,2,Gini 0.430-0.452,O2A3M4
0.52,0.51,0.53,<0.001,0,0,1,2,7,2,Gini 0.453-0.481,O2A1M0
0.47,0.46,0.48,<0.001,0,1,1,2,7,2,Gini 0.453-0.481,O2A1M1
0.64,0.57,0.72,<0.001,0,2,1,2,7,2,Gini 0.453-0.481,O2A1M2
0.59,0.55,0.63,<0.001,0,3,1,2,7,2,Gini 0.453-0.481,O2A1M3
0.66,0.64,0.68,<0.001,0,4,1,2,7,2,Gini 0.453-0.481,O2A1M4
0.58,0.57,0.59,<0.001,0,0,2,2,7,2,Gini 0.453-0.481,O2A2M0
0.53,0.51,0.54,<0.001,0,1,2,2,7,2,Gini 0.453-0.481,O2A2M1
0.76,0.68,0.85,<0.001,0,2,2,2,7,2,Gini 0.453-0.481,O2A2M2
0.59,0.55,0.63,<0.001,0,3,2,2,7,2,Gini 0.453-0.481,O2A2M3
0.73,0.71,0.75,<0.001,0,4,2,2,7,2,Gini 0.453-0.481,O2A2M4
0.6,0.59,0.61,<0.001,0,0,3,2,7,2,Gini 0.453-0.481,O2A3M0
0.53,0.52,0.55,<0.001,0,1,3,2,7,2,Gini 0.453-0.481,O2A3M1
0.77,0.69,0.86,<0.001,0,2,3,2,7,2,Gini 0.453-0.481,O2A3M2
0.61,0.57,0.65,<0.001,0,3,3,2,7,2,Gini 0.453-0.481,O2A3M3
0.8,0.77,0.83,<0.001,0,4,3,2,7,2,Gini 0.453-0.481,O2A3M4
0.42,0.41,0.43,<0.001,0,0,1,3,7,2,> 0.481,O2A1M0
0.41,0.4,0.42,<0.001,0,1,1,3,7,2,> 0.481,O2A1M1
0.65,0.56,0.76,<0.001,0,2,1,3,7,2,> 0.481,O2A1M2
0.45,0.41,0.48,<0.001,0,3,1,3,7,2,> 0.481,O2A1M3
0.44,0.43,0.45,<0.001,0,4,1,3,7,2,> 0.481,O2A1M4
0.47,0.46,0.48,<0.001,0,0,2,3,7,2,> 0.481,O2A2M0
0.47,0.45,0.48,<0.001,0,1,2,3,7,2,> 0.481,O2A2M1
0.76,0.65,0.89,<0.001,6.00E-04,2,2,3,7,2,> 0.481,O2A2M2
0.43,0.4,0.46,<0.001,0,3,2,3,7,2,> 0.481,O2A2M3
0.48,0.47,0.5,<0.001,0,4,2,3,7,2,> 0.481,O2A2M4
0.49,0.48,0.5,<0.001,0,0,3,3,7,2,> 0.481,O2A3M0
0.46,0.44,0.47,<0.001,0,1,3,3,7,2,> 0.481,O2A3M1
0.75,0.64,0.87,<0.001,2.00E-04,2,3,3,7,2,> 0.481,O2A3M2
0.53,0.5,0.57,<0.001,0,3,3,3,7,2,> 0.481,O2A3M3
0.57,0.55,0.59,<0.001,0,4,3,3,7,2,> 0.481,O2A3M4
0.51,0.5,0.52,<0.001,0,0,1,0,8,2,Diabetes,O2A1M0
0.46,0.45,0.47,<0.001,0,1,1,0,8,2,Diabetes,O2A1M1
0.73,0.69,0.77,<0.001,0,2,1,0,8,2,Diabetes,O2A1M2
0.54,0.52,0.56,<0.001,0,3,1,0,8,2,Diabetes,O2A1M3
0.56,0.55,0.58,<0.001,0,4,1,0,8,2,Diabetes,O2A1M4
0.52,0.51,0.53,<0.001,0,0,2,0,8,2,Diabetes,O2A2M0
0.47,0.46,0.48,<0.001,0,1,2,0,8,2,Diabetes,O2A2M1
0.8,0.76,0.85,<0.001,0,2,2,0,8,2,Diabetes,O2A2M2
0.52,0.5,0.54,<0.001,0,3,2,0,8,2,Diabetes,O2A2M3
0.58,0.57,0.6,<0.001,0,4,2,0,8,2,Diabetes,O2A2M4
0.6,0.59,0.61,<0.001,0,0,3,0,8,2,Diabetes,O2A3M0
0.53,0.52,0.54,<0.001,0,1,3,0,8,2,Diabetes,O2A3M1
0.75,0.71,0.8,<0.001,0,2,3,0,8,2,Diabetes,O2A3M2
0.57,0.55,0.6,<0.001,0,3,3,0,8,2,Diabetes,O2A3M3
0.73,0.71,0.75,<0.001,0,4,3,0,8,2,Diabetes,O2A3M4
0.37,0.36,0.37,<0.001,0,0,1,1,8,2,Hypertension,O2A1M0
0.34,0.33,0.35,<0.001,0,1,1,1,8,2,Hypertension,O2A1M1
0.54,0.46,0.63,<0.001,0,2,1,1,8,2,Hypertension,O2A1M2
0.46,0.44,0.49,<0.001,0,3,1,1,8,2,Hypertension,O2A1M3
0.46,0.44,0.48,<0.001,0,4,1,1,8,2,Hypertension,O2A1M4
0.45,0.44,0.46,<0.001,0,0,2,1,8,2,Hypertension,O2A2M0
0.42,0.42,0.43,<0.001,0,1,2,1,8,2,Hypertension,O2A2M1
0.67,0.57,0.79,<0.001,0,2,2,1,8,2,Hypertension,O2A2M2
0.47,0.44,0.5,<0.001,0,3,2,1,8,2,Hypertension,O2A2M3
0.52,0.5,0.54,<0.001,0,4,2,1,8,2,Hypertension,O2A2M4
0.52,0.51,0.53,<0.001,0,0,3,1,8,2,Hypertension,O2A3M0
0.49,0.47,0.5,<0.001,0,1,3,1,8,2,Hypertension,O2A3M1
0.65,0.55,0.77,<0.001,0,2,3,1,8,2,Hypertension,O2A3M2
0.54,0.51,0.58,<0.001,0,3,3,1,8,2,Hypertension,O2A3M3
0.66,0.63,0.69,<0.001,0,4,3,1,8,2,Hypertension,O2A3M4
0.4,0.39,0.42,<0.001,0,0,1,2,8,2,Glomerulonephritis,O2A1M0
0.35,0.34,0.37,<0.001,0,1,1,2,8,2,Glomerulonephritis,O2A1M1
0.78,0.66,0.93,0.005,0.0046,2,1,2,8,2,Glomerulonephritis,O2A1M2
0.55,0.5,0.61,<0.001,0,3,1,2,8,2,Glomerulonephritis,O2A1M3
0.47,0.44,0.5,<0.001,0,4,1,2,8,2,Glomerulonephritis,O2A1M4
0.5,0.48,0.52,<0.001,0,0,2,2,8,2,Glomerulonephritis,O2A2M0
0.46,0.43,0.48,<0.001,0,1,2,2,8,2,Glomerulonephritis,O2A2M1
0.98,0.82,1.16,0.81,0.8103,2,2,2,8,2,Glomerulonephritis,O2A2M2
0.56,0.51,0.62,<0.001,0,3,2,2,8,2,Glomerulonephritis,O2A2M3
0.56,0.53,0.61,<0.001,0,4,2,2,8,2,Glomerulonephritis,O2A2M4
0.55,0.53,0.57,<0.001,0,0,3,2,8,2,Glomerulonephritis,O2A3M0
0.49,0.46,0.52,<0.001,0,1,3,2,8,2,Glomerulonephritis,O2A3M1
0.86,0.71,1.03,0.094,0.0941,2,3,2,8,2,Glomerulonephritis,O2A3M2
0.58,0.52,0.65,<0.001,0,3,3,2,8,2,Glomerulonephritis,O2A3M3
0.69,0.64,0.74,<0.001,0,4,3,2,8,2,Glomerulonephritis,O2A3M4
0.5,0.46,0.56,<0.001,0,0,1,3,8,2,Cystic disease,O2A1M0
0.47,0.41,0.53,<0.001,0,1,1,3,8,2,Cystic disease,O2A1M1
0.6,0.31,1.14,0.119,0.119,2,1,3,8,2,Cystic disease,O2A1M2
0.63,0.46,0.84,0.002,0.002,3,1,3,8,2,Cystic disease,O2A1M3
0.54,0.46,0.64,<0.001,0,4,1,3,8,2,Cystic disease,O2A1M4
0.54,0.48,0.59,<0.001,0,0,2,3,8,2,Cystic disease,O2A2M0
0.5,0.44,0.57,<0.001,0,1,2,3,8,2,Cystic disease,O2A2M1
0.74,0.37,1.46,0.379,0.379,2,2,3,8,2,Cystic disease,O2A2M2
0.62,0.46,0.83,0.002,0.0017,3,2,3,8,2,Cystic disease,O2A2M3
0.57,0.48,0.68,<0.001,0,4,2,3,8,2,Cystic disease,O2A2M4
0.57,0.51,0.63,<0.001,0,0,3,3,8,2,Cystic disease,O2A3M0
0.5,0.44,0.58,<0.001,0,1,3,3,8,2,Cystic disease,O2A3M1
0.67,0.32,1.39,0.283,0.2835,2,3,3,8,2,Cystic disease,O2A3M2
0.6,0.44,0.83,0.002,0.0019,3,3,3,8,2,Cystic disease,O2A3M3
0.7,0.58,0.85,<0.001,2.00E-04,4,3,3,8,2,Cystic disease,O2A3M4
0.42,0.41,0.43,<0.001,0,0,1,4,8,2,Other kidney disease,O2A1M0
0.38,0.37,0.39,<0.001,0,1,1,4,8,2,Other kidney disease,O2A1M1
0.74,0.63,0.87,<0.001,3.00E-04,2,1,4,8,2,Other kidney disease,O2A1M2
0.46,0.42,0.5,<0.001,0,3,1,4,8,2,Other kidney disease,O2A1M3
0.52,0.49,0.54,<0.001,0,4,1,4,8,2,Other kidney disease,O2A1M4
0.49,0.48,0.5,<0.001,0,0,2,4,8,2,Other kidney disease,O2A2M0
0.46,0.44,0.47,<0.001,0,1,2,4,8,2,Other kidney disease,O2A2M1
0.86,0.73,1.01,0.071,0.0709,2,2,4,8,2,Other kidney disease,O2A2M2
0.45,0.41,0.5,<0.001,0,3,2,4,8,2,Other kidney disease,O2A2M3
0.57,0.54,0.6,<0.001,0,4,2,4,8,2,Other kidney disease,O2A2M4
0.57,0.55,0.59,<0.001,0,0,3,4,8,2,Other kidney disease,O2A3M0
0.53,0.51,0.55,<0.001,0,1,3,4,8,2,Other kidney disease,O2A3M1
0.77,0.65,0.92,0.003,0.003,2,3,4,8,2,Other kidney disease,O2A3M2
0.5,0.45,0.56,<0.001,0,3,3,4,8,2,Other kidney disease,O2A3M3
0.72,0.68,0.76,<0.001,0,4,3,4,8,2,Other kidney disease,O2A3M4
0.43,0.42,0.44,<0.001,0,0,1,0,9,2,RRT < 1 yrs.,O2A1M0
0.4,0.39,0.41,<0.001,0,1,1,0,9,2,RRT < 1 yrs.,O2A1M1
0.68,0.61,0.76,<0.001,0,2,1,0,9,2,RRT < 1 yrs.,O2A1M2
0.48,0.45,0.51,<0.001,0,3,1,0,9,2,RRT < 1 yrs.,O2A1M3
0.49,0.48,0.51,<0.001,0,4,1,0,9,2,RRT < 1 yrs.,O2A1M4
0.47,0.46,0.48,<0.001,0,0,2,0,9,2,RRT < 1 yrs.,O2A2M0
0.44,0.43,0.45,<0.001,0,1,2,0,9,2,RRT < 1 yrs.,O2A2M1
0.79,0.71,0.88,<0.001,0,2,2,0,9,2,RRT < 1 yrs.,O2A2M2
0.48,0.45,0.51,<0.001,0,3,2,0,9,2,RRT < 1 yrs.,O2A2M3
0.53,0.51,0.55,<0.001,0,4,2,0,9,2,RRT < 1 yrs.,O2A2M4
0.57,0.56,0.58,<0.001,0,0,3,0,9,2,RRT < 1 yrs.,O2A3M0
0.51,0.5,0.53,<0.001,0,1,3,0,9,2,RRT < 1 yrs.,O2A3M1
0.77,0.69,0.86,<0.001,0,2,3,0,9,2,RRT < 1 yrs.,O2A3M2
0.56,0.52,0.6,<0.001,0,3,3,0,9,2,RRT < 1 yrs.,O2A3M3
0.73,0.71,0.76,<0.001,0,4,3,0,9,2,RRT < 1 yrs.,O2A3M4
0.44,0.44,0.45,<0.001,0,0,1,1,9,2,RRT 1 to 2.9 yrs.,O2A1M0
0.4,0.39,0.41,<0.001,0,1,1,1,9,2,RRT 1 to 2.9 yrs.,O2A1M1
0.69,0.63,0.75,<0.001,0,2,1,1,9,2,RRT 1 to 2.9 yrs.,O2A1M2
0.51,0.48,0.54,<0.001,0,3,1,1,9,2,RRT 1 to 2.9 yrs.,O2A1M3
0.51,0.49,0.53,<0.001,0,4,1,1,9,2,RRT 1 to 2.9 yrs.,O2A1M4
0.49,0.48,0.5,<0.001,0,0,2,1,9,2,RRT 1 to 2.9 yrs.,O2A2M0
0.45,0.44,0.46,<0.001,0,1,2,1,9,2,RRT 1 to 2.9 yrs.,O2A2M1
0.81,0.74,0.89,<0.001,0,2,2,1,9,2,RRT 1 to 2.9 yrs.,O2A2M2
0.51,0.48,0.54,<0.001,0,3,2,1,9,2,RRT 1 to 2.9 yrs.,O2A2M3
0.56,0.54,0.58,<0.001,0,4,2,1,9,2,RRT 1 to 2.9 yrs.,O2A2M4
0.58,0.56,0.59,<0.001,0,0,3,1,9,2,RRT 1 to 2.9 yrs.,O2A3M0
0.52,0.5,0.53,<0.001,0,1,3,1,9,2,RRT 1 to 2.9 yrs.,O2A3M1
0.75,0.68,0.83,<0.001,0,2,3,1,9,2,RRT 1 to 2.9 yrs.,O2A3M2
0.57,0.53,0.6,<0.001,0,3,3,1,9,2,RRT 1 to 2.9 yrs.,O2A3M3
0.72,0.7,0.75,<0.001,0,4,3,1,9,2,RRT 1 to 2.9 yrs.,O2A3M4
0.43,0.42,0.45,<0.001,0,0,1,2,9,2,RRT 3 to 4.9 yrs.,O2A1M0
0.39,0.38,0.4,<0.001,0,1,1,2,9,2,RRT 3 to 4.9 yrs.,O2A1M1
0.7,0.63,0.77,<0.001,0,2,1,2,9,2,RRT 3 to 4.9 yrs.,O2A1M2
0.49,0.46,0.53,<0.001,0,3,1,2,9,2,RRT 3 to 4.9 yrs.,O2A1M3
0.49,0.47,0.51,<0.001,0,4,1,2,9,2,RRT 3 to 4.9 yrs.,O2A1M4
0.48,0.47,0.49,<0.001,0,0,2,2,9,2,RRT 3 to 4.9 yrs.,O2A2M0
0.44,0.42,0.45,<0.001,0,1,2,2,9,2,RRT 3 to 4.9 yrs.,O2A2M1
0.83,0.74,0.92,<0.001,7.00E-04,2,2,2,9,2,RRT 3 to 4.9 yrs.,O2A2M2
0.48,0.45,0.52,<0.001,0,3,2,2,9,2,RRT 3 to 4.9 yrs.,O2A2M3
0.54,0.52,0.56,<0.001,0,4,2,2,9,2,RRT 3 to 4.9 yrs.,O2A2M4
0.56,0.54,0.57,<0.001,0,0,3,2,9,2,RRT 3 to 4.9 yrs.,O2A3M0
0.5,0.48,0.52,<0.001,0,1,3,2,9,2,RRT 3 to 4.9 yrs.,O2A3M1
0.78,0.7,0.88,<0.001,0,2,3,2,9,2,RRT 3 to 4.9 yrs.,O2A3M2
0.55,0.51,0.6,<0.001,0,3,3,2,9,2,RRT 3 to 4.9 yrs.,O2A3M3
0.68,0.65,0.71,<0.001,0,4,3,2,9,2,RRT 3 to 4.9 yrs.,O2A3M4
0.5,0.49,0.51,<0.001,0,0,1,3,9,2,RRT > 5+ yrs.,O2A1M0
0.45,0.44,0.46,<0.001,0,1,1,3,9,2,RRT > 5+ yrs.,O2A1M1
0.73,0.67,0.8,<0.001,0,2,1,3,9,2,RRT > 5+ yrs.,O2A1M2
0.57,0.53,0.6,<0.001,0,3,1,3,9,2,RRT > 5+ yrs.,O2A1M3
0.6,0.58,0.62,<0.001,0,4,1,3,9,2,RRT > 5+ yrs.,O2A1M4
0.53,0.52,0.54,<0.001,0,0,2,3,9,2,RRT > 5+ yrs.,O2A2M0
0.48,0.47,0.5,<0.001,0,1,2,3,9,2,RRT > 5+ yrs.,O2A2M1
0.81,0.74,0.88,<0.001,0,2,2,3,9,2,RRT > 5+ yrs.,O2A2M2
0.53,0.5,0.56,<0.001,0,3,2,3,9,2,RRT > 5+ yrs.,O2A2M3
0.63,0.61,0.65,<0.001,0,4,2,3,9,2,RRT > 5+ yrs.,O2A2M4
0.56,0.54,0.57,<0.001,0,0,3,3,9,2,RRT > 5+ yrs.,O2A3M0
0.51,0.5,0.52,<0.001,0,1,3,3,9,2,RRT > 5+ yrs.,O2A3M1
0.7,0.64,0.76,<0.001,0,2,3,3,9,2,RRT > 5+ yrs.,O2A3M2
0.54,0.51,0.58,<0.001,0,3,3,3,9,2,RRT > 5+ yrs.,O2A3M3
0.69,0.67,0.72,<0.001,0,4,3,3,9,2,RRT > 5+ yrs.,O2A3M4
0.43,0.43,0.44,<0.001,0,0,1,0,10,2,Center hemodialysis,O2A1M0
0.39,0.39,0.4,<0.001,0,1,1,0,10,2,Center hemodialysis,O2A1M1
0.66,0.62,0.69,<0.001,0,2,1,0,10,2,Center hemodialysis,O2A1M2
0.49,0.47,0.51,<0.001,0,3,1,0,10,2,Center hemodialysis,O2A1M3
0.5,0.49,0.51,<0.001,0,4,1,0,10,2,Center hemodialysis,O2A1M4
0.48,0.47,0.48,<0.001,0,0,2,0,10,2,Center hemodialysis,O2A2M0
0.44,0.43,0.44,<0.001,0,1,2,0,10,2,Center hemodialysis,O2A2M1
0.77,0.74,0.81,<0.001,0,2,2,0,10,2,Center hemodialysis,O2A2M2
0.49,0.47,0.5,<0.001,0,3,2,0,10,2,Center hemodialysis,O2A2M3
0.55,0.54,0.56,<0.001,0,4,2,0,10,2,Center hemodialysis,O2A2M4
0.57,0.56,0.57,<0.001,0,0,3,0,10,2,Center hemodialysis,O2A3M0
0.51,0.5,0.52,<0.001,0,1,3,0,10,2,Center hemodialysis,O2A3M1
0.74,0.7,0.78,<0.001,0,2,3,0,10,2,Center hemodialysis,O2A3M2
0.55,0.54,0.57,<0.001,0,3,3,0,10,2,Center hemodialysis,O2A3M3
0.71,0.69,0.72,<0.001,0,4,3,0,10,2,Center hemodialysis,O2A3M4
0.46,0.41,0.52,<0.001,0,0,1,1,10,2,Home hemodialysis,O2A1M0
0.41,0.36,0.47,<0.001,0,1,1,1,10,2,Home hemodialysis,O2A1M1
1.13,0.61,2.09,0.704,0.7042,2,1,1,10,2,Home hemodialysis,O2A1M2
0.76,0.53,1.1,0.144,0.1441,3,1,1,10,2,Home hemodialysis,O2A1M3
0.56,0.45,0.71,<0.001,0,4,1,1,10,2,Home hemodialysis,O2A1M4
0.47,0.42,0.53,<0.001,0,0,2,1,10,2,Home hemodialysis,O2A2M0
0.42,0.36,0.48,<0.001,0,1,2,1,10,2,Home hemodialysis,O2A2M1
1.27,0.68,2.37,0.451,0.4507,2,2,1,10,2,Home hemodialysis,O2A2M2
0.76,0.53,1.09,0.133,0.1325,3,2,1,10,2,Home hemodialysis,O2A2M3
0.56,0.44,0.71,<0.001,0,4,2,1,10,2,Home hemodialysis,O2A2M4
0.57,0.5,0.65,<0.001,0,0,3,1,10,2,Home hemodialysis,O2A3M0
0.53,0.45,0.61,<0.001,0,1,3,1,10,2,Home hemodialysis,O2A3M1
0.97,0.5,1.88,0.923,0.9227,2,3,1,10,2,Home hemodialysis,O2A3M2
0.74,0.5,1.09,0.131,0.1311,3,3,1,10,2,Home hemodialysis,O2A3M3
0.63,0.49,0.8,<0.001,2.00E-04,4,3,1,10,2,Home hemodialysis,O2A3M4
0.48,0.46,0.51,<0.001,0,0,1,2,10,2,Peritoneal dialysis ,O2A1M0
0.41,0.38,0.43,<0.001,0,1,1,2,10,2,Peritoneal dialysis ,O2A1M1
0.73,0.6,0.9,0.004,0.0036,2,1,2,10,2,Peritoneal dialysis ,O2A1M2
0.55,0.49,0.63,<0.001,0,3,1,2,10,2,Peritoneal dialysis ,O2A1M3
0.59,0.55,0.64,<0.001,0,4,1,2,10,2,Peritoneal dialysis ,O2A1M4
0.54,0.51,0.56,<0.001,0,0,2,2,10,2,Peritoneal dialysis ,O2A2M0
0.47,0.44,0.5,<0.001,0,1,2,2,10,2,Peritoneal dialysis ,O2A2M1
0.84,0.68,1.04,0.11,0.1098,2,2,2,10,2,Peritoneal dialysis ,O2A2M2
0.54,0.47,0.61,<0.001,0,3,2,2,10,2,Peritoneal dialysis ,O2A2M3
0.64,0.59,0.69,<0.001,0,4,2,2,10,2,Peritoneal dialysis ,O2A2M4
0.59,0.56,0.63,<0.001,0,0,3,2,10,2,Peritoneal dialysis ,O2A3M0
0.51,0.47,0.55,<0.001,0,1,3,2,10,2,Peritoneal dialysis ,O2A3M1
0.8,0.65,1,0.048,0.0483,2,3,2,10,2,Peritoneal dialysis ,O2A3M2
0.56,0.49,0.64,<0.001,0,3,3,2,10,2,Peritoneal dialysis ,O2A3M3
0.78,0.71,0.84,<0.001,0,4,3,2,10,2,Peritoneal dialysis ,O2A3M4
0.43,0.42,0.43,<0.001,0,0,1,0,11,2,"Prior transplant, no",O2A1M0
0.39,0.38,0.39,<0.001,0,1,1,0,11,2,"Prior transplant, no",O2A1M1
0.66,0.63,0.69,<0.001,0,2,1,0,11,2,"Prior transplant, no",O2A1M2
0.48,0.47,0.5,<0.001,0,3,1,0,11,2,"Prior transplant, no",O2A1M3
0.49,0.49,0.5,<0.001,0,4,1,0,11,2,"Prior transplant, no",O2A1M4
0.47,0.47,0.48,<0.001,0,0,2,0,11,2,"Prior transplant, no",O2A2M0
0.43,0.43,0.44,<0.001,0,1,2,0,11,2,"Prior transplant, no",O2A2M1
0.77,0.74,0.81,<0.001,0,2,2,0,11,2,"Prior transplant, no",O2A2M2
0.48,0.47,0.5,<0.001,0,3,2,0,11,2,"Prior transplant, no",O2A2M3
0.54,0.53,0.55,<0.001,0,4,2,0,11,2,"Prior transplant, no",O2A2M4
0.56,0.56,0.57,<0.001,0,0,3,0,11,2,"Prior transplant, no",O2A3M0
0.51,0.5,0.51,<0.001,0,1,3,0,11,2,"Prior transplant, no",O2A3M1
0.74,0.71,0.78,<0.001,0,2,3,0,11,2,"Prior transplant, no",O2A3M2
0.55,0.53,0.57,<0.001,0,3,3,0,11,2,"Prior transplant, no",O2A3M3
0.71,0.69,0.72,<0.001,0,4,3,0,11,2,"Prior transplant, no",O2A3M4
0.68,0.65,0.72,<0.001,0,0,1,1,11,2,"Prior transplant, yes",O2A1M0
0.63,0.59,0.67,<0.001,0,1,1,1,11,2,"Prior transplant, yes",O2A1M1
0.88,0.69,1.11,0.274,0.2739,2,1,1,11,2,"Prior transplant, yes",O2A1M2
0.78,0.66,0.92,0.003,0.0034,3,1,1,11,2,"Prior transplant, yes",O2A1M3
0.78,0.71,0.85,<0.001,0,4,1,1,11,2,"Prior transplant, yes",O2A1M4
0.68,0.65,0.72,<0.001,0,0,2,1,11,2,"Prior transplant, yes",O2A2M0
0.63,0.59,0.67,<0.001,0,1,2,1,11,2,"Prior transplant, yes",O2A2M1
0.85,0.67,1.08,0.191,0.1911,2,2,1,11,2,"Prior transplant, yes",O2A2M2
0.77,0.65,0.9,0.002,0.0016,3,2,1,11,2,"Prior transplant, yes",O2A2M3
0.78,0.71,0.85,<0.001,0,4,2,1,11,2,"Prior transplant, yes",O2A2M4
0.7,0.66,0.74,<0.001,0,0,3,1,11,2,"Prior transplant, yes",O2A3M0
0.66,0.61,0.7,<0.001,0,1,3,1,11,2,"Prior transplant, yes",O2A3M1
0.8,0.62,1.02,0.075,0.0747,2,3,1,11,2,"Prior transplant, yes",O2A3M2
0.74,0.62,0.88,<0.001,5.00E-04,3,3,1,11,2,"Prior transplant, yes",O2A3M3
0.79,0.71,0.87,<0.001,0,4,3,1,11,2,"Prior transplant, yes",O2A3M4
0.46,0.45,0.47,<0.001,0,0,1,0,12,2,Not for profit unit,O2A1M0
0.41,0.4,0.42,<0.001,0,1,1,0,12,2,Not for profit unit,O2A1M1
0.71,0.65,0.77,<0.001,0,2,1,0,12,2,Not for profit unit,O2A1M2
0.52,0.49,0.56,<0.001,0,3,1,0,12,2,Not for profit unit,O2A1M3
0.56,0.54,0.58,<0.001,0,4,1,0,12,2,Not for profit unit,O2A1M4
0.52,0.5,0.53,<0.001,0,0,2,0,12,2,Not for profit unit,O2A2M0
0.47,0.45,0.48,<0.001,0,1,2,0,12,2,Not for profit unit,O2A2M1
0.82,0.75,0.89,<0.001,0,2,2,0,12,2,Not for profit unit,O2A2M2
0.53,0.5,0.56,<0.001,0,3,2,0,12,2,Not for profit unit,O2A2M3
0.63,0.6,0.65,<0.001,0,4,2,0,12,2,Not for profit unit,O2A2M4
0.6,0.59,0.62,<0.001,0,0,3,0,12,2,Not for profit unit,O2A3M0
0.57,0.55,0.59,<0.001,0,1,3,0,12,2,Not for profit unit,O2A3M1
0.67,0.61,0.73,<0.001,0,2,3,0,12,2,Not for profit unit,O2A3M2
0.57,0.53,0.61,<0.001,0,3,3,0,12,2,Not for profit unit,O2A3M3
0.72,0.69,0.76,<0.001,0,4,3,0,12,2,Not for profit unit,O2A3M4
0.43,0.43,0.44,<0.001,0,0,1,1,12,2,For profit unit,O2A1M0
0.39,0.39,0.4,<0.001,0,1,1,1,12,2,For profit unit,O2A1M1
0.64,0.61,0.68,<0.001,0,2,1,1,12,2,For profit unit,O2A1M2
0.49,0.47,0.51,<0.001,0,3,1,1,12,2,For profit unit,O2A1M3
0.5,0.49,0.51,<0.001,0,4,1,1,12,2,For profit unit,O2A1M4
0.48,0.47,0.48,<0.001,0,0,2,1,12,2,For profit unit,O2A2M0
0.44,0.43,0.45,<0.001,0,1,2,1,12,2,For profit unit,O2A2M1
0.76,0.72,0.81,<0.001,0,2,2,1,12,2,For profit unit,O2A2M2
0.48,0.46,0.5,<0.001,0,3,2,1,12,2,For profit unit,O2A2M3
0.55,0.54,0.56,<0.001,0,4,2,1,12,2,For profit unit,O2A2M4
0.56,0.55,0.57,<0.001,0,0,3,1,12,2,For profit unit,O2A3M0
